partner_iso,sector,period,val_usd,mass_kg,china_share_2024,china_share_2022,trade_value_m_usd,net_mass_mt,post
IND,8513,202309,57491.0,1342.471,0.9108674865207257,0.9564561656864926,0.057491,1.342471,0
IND,8513,202310,41935.0,1171.142,0.9108674865207257,0.9564561656864926,0.041935,1.1711420000000001,0
IND,8513,202311,27918.0,205.664,0.9108674865207257,0.9564561656864926,0.027918,0.20566399999999999,0
IND,8513,202312,106068.0,2716.811,0.9108674865207257,0.9564561656864926,0.106068,2.7168110000000003,0
IND,8513,202401,168067.0,4292.712,0.9108674865207257,0.9564561656864926,0.168067,4.292712000000001,0
IND,8513,202402,210657.0,5352.144,0.9108674865207257,0.9564561656864926,0.210657,5.352144,0
IND,8513,202403,273509.0,6615.534,0.9108674865207257,0.9564561656864926,0.273509,6.615533999999999,0
IND,8513,202404,216027.0,5409.723,0.9108674865207257,0.9564561656864926,0.216027,5.409723,0
IND,8513,202405,12364.0,255.71,0.9108674865207257,0.9564561656864926,0.012364,0.25571,0
IND,8513,202406,64455.0,1612.236,0.9108674865207257,0.9564561656864926,0.064455,1.612236,0
IND,8513,202407,277181.0,6428.679,0.9108674865207257,0.9564561656864926,0.277181,6.428679,0
IND,8513,202409,61325.0,1623.561,0.9108674865207257,0.9564561656864926,0.061325,1.623561,0
IND,8513,202410,46991.0,475.739,0.9108674865207257,0.9564561656864926,0.046991,0.47573899999999997,0
IND,8513,202411,7268.0,92.78,0.9108674865207257,0.9564561656864926,0.007268,0.09278,0
IND,8513,202412,39313.0,1040.8,0.9108674865207257,0.9564561656864926,0.039313,1.0408,0
IND,8513,202501,106161.0,2639.02,0.9108674865207257,0.9564561656864926,0.106161,2.63902,0
IND,8513,202502,58136.0,865.342,0.9108674865207257,0.9564561656864926,0.058136,0.865342,0
IND,8513,202503,166327.0,4403.457,0.9108674865207257,0.9564561656864926,0.166327,4.403457,0
IND,8513,202504,74758.0,1249.199,0.9108674865207257,0.9564561656864926,0.074758,1.2491990000000002,1
IND,8513,202505,94544.0,2387.044,0.9108674865207257,0.9564561656864926,0.094544,2.387044,1
IND,8513,202506,57999.0,1535.506,0.9108674865207257,0.9564561656864926,0.057999,1.535506,1
IND,8513,202507,132952.0,3375.255,0.9108674865207257,0.9564561656864926,0.132952,3.375255,1
IND,8513,202508,180351.0,4399.658,0.9108674865207257,0.9564561656864926,0.180351,4.3996580000000005,1
IND,8513,202509,236302.0,6082.422,0.9108674865207257,0.9564561656864926,0.236302,6.082421999999999,1
IND,8513,202510,3031.0,12.0,0.9108674865207257,0.9564561656864926,0.003031,0.012,1
IND,8513,202511,27591.0,708.581,0.9108674865207257,0.9564561656864926,0.027591,0.708581,1
IND,8513,202512,35340.0,966.578,0.9108674865207257,0.9564561656864926,0.03534,0.9665779999999999,1
IND,8514,202301,572513.0,24638.594,0.06629042900298629,0.07550908586502081,0.572513,24.638594,0
IND,8514,202302,77567.0,4684.0,0.06629042900298629,0.07550908586502081,0.077567,4.684,0
IND,8514,202303,1015487.0,65543.839,0.06629042900298629,0.07550908586502081,1.015487,65.543839,0
IND,8514,202304,598962.0,39066.401,0.06629042900298629,0.07550908586502081,0.598962,39.066401,0
IND,8514,202305,255931.0,15559.844,0.06629042900298629,0.07550908586502081,0.255931,15.559844,0
IND,8514,202306,712853.0,78335.702,0.06629042900298629,0.07550908586502081,0.712853,78.335702,0
IND,8514,202307,338024.0,20386.594,0.06629042900298629,0.07550908586502081,0.338024,20.386594000000002,0
IND,8514,202308,1366443.0,491053.044,0.06629042900298629,0.07550908586502081,1.366443,491.053044,0
IND,8514,202309,1141052.0,243816.504,0.06629042900298629,0.07550908586502081,1.141052,243.81650399999998,0
IND,8514,202310,2353394.0,112411.165,0.06629042900298629,0.07550908586502081,2.353394,112.411165,0
IND,8514,202311,872240.0,108312.891,0.06629042900298629,0.07550908586502081,0.87224,108.31289100000001,0
IND,8514,202312,897077.0,90519.344,0.06629042900298629,0.07550908586502081,0.897077,90.519344,0
IND,8514,202401,378450.0,33547.729,0.06629042900298629,0.07550908586502081,0.37845,33.547729,0
IND,8514,202402,503617.0,111747.776,0.06629042900298629,0.07550908586502081,0.503617,111.747776,0
IND,8514,202403,366124.0,29702.472,0.06629042900298629,0.07550908586502081,0.366124,29.702472,0
IND,8514,202404,967885.0,331245.298,0.06629042900298629,0.07550908586502081,0.967885,331.245298,0
IND,8514,202405,1053320.0,230964.149,0.06629042900298629,0.07550908586502081,1.05332,230.964149,0
IND,8514,202406,702628.0,39860.671,0.06629042900298629,0.07550908586502081,0.702628,39.860671,0
IND,8514,202407,753830.0,40798.067,0.06629042900298629,0.07550908586502081,0.75383,40.798067,0
