partner_iso,partner_id,period,period_id,post,treated,treat_post,trade_value_m_usd,trade_value_usd,net_mass_kg,log_value
TWN,10,202404,16,0,0,0,4.3345,4334542.0,289838.26,1.4666062633265582
TWN,10,202405,17,0,0,0,4.1017,4101670.0,233330.634,1.41140152191962
TWN,10,202406,18,0,0,0,4.9517,4951668.0,305393.208,1.599730951963958
TWN,10,202407,19,0,0,0,5.7994,5799426.0,367439.168,1.7577544639253697
TWN,10,202408,20,0,0,0,4.5512,4551191.0,275914.878,1.5153909344543006
TWN,10,202409,21,0,0,0,4.8548,4854779.0,304530.22,1.5799679062500693
TWN,10,202410,22,0,0,0,5.302,5301989.0,276179.247,1.6680841078668338
TWN,10,202411,23,0,0,0,4.781,4780982.0,315287.514,1.5646497296439663
TWN,10,202412,24,0,0,0,5.5179,5517933.0,364393.99,1.7079973531227246
TWN,10,202501,25,0,0,0,4.2799,4279875.0,297219.91,1.4539296448347703
TWN,10,202502,26,0,0,0,3.4655,3465531.0,234673.945,1.2428569223759023
TWN,10,202503,27,0,0,0,3.5746,3574603.0,263650.942,1.2738532817741413
TWN,10,202504,28,1,0,0,4.3187,4318693.0,258696.706,1.4629544310428009
TWN,10,202505,29,1,0,0,5.9347,5934668.0,372446.896,1.7808164791850694
TWN,10,202506,30,1,0,0,4.4235,4423498.0,283435.905,1.4869312379413036
TWN,10,202507,31,1,0,0,5.9203,5920282.0,355558.791,1.7783871232876214
TWN,10,202508,32,1,0,0,5.475,5474955.0,349840.325,1.7001922757025645
TWN,10,202509,33,1,0,0,5.1036,5103551.0,325041.535,1.6299461730654512
TWN,10,202510,34,1,0,0,5.0701,5070088.0,276487.133,1.6233605412744567
TWN,10,202511,35,1,0,0,3.3241,3324118.0,182078.128,1.2011989607765405
TWN,10,202512,36,1,0,0,4.1105,4110471.0,232448.974,1.4135446756100511
VNM,11,202301,1,0,1,0,6.8457,6845701.0,283146.615,1.9236207179383509
VNM,11,202302,2,0,1,0,6.1378,6137823.0,207282.172,1.814466371763126
VNM,11,202303,3,0,1,0,7.1936,7193566.0,282834.924,1.9731917418371254
VNM,11,202304,4,0,1,0,8.5773,8577339.0,489876.201,2.149119178661372
VNM,11,202305,5,0,1,0,8.0331,8033063.0,317262.17,2.083570505763513
VNM,11,202306,6,0,1,0,6.9812,6981165.0,314347.945,1.9432208217685445
VNM,11,202307,7,0,1,0,7.0594,7059353.0,347002.777,1.954360062057956
VNM,11,202308,8,0,1,0,12.8003,12800326.0,716348.252,2.5494686081509177
VNM,11,202309,9,0,1,0,10.9962,10996166.0,560913.827,2.397549758569749
VNM,11,202310,10,0,1,0,15.3732,15373224.0,864766.325,2.732625733668251
VNM,11,202311,11,0,1,0,11.4902,11490214.0,608295.721,2.4414944981495568
VNM,11,202312,12,0,1,0,10.81,10809951.0,620779.5,2.3804716316511167
VNM,11,202401,13,0,1,0,9.5611,9561085.0,413995.294,2.2577027832056045
VNM,11,202402,14,0,1,0,10.5991,10599104.0,351314.894,2.3607690918529545
VNM,11,202403,15,0,1,0,5.6208,5620832.0,217296.965,1.7264740025294256
VNM,11,202404,16,0,1,0,7.4877,7487686.0,265997.15,2.0132616742701392
VNM,11,202405,17,0,1,0,8.1991,8199094.0,274868.682,2.104024392149005
VNM,11,202406,18,0,1,0,9.7073,9707280.0,438920.331,2.2728781797846134
VNM,11,202407,19,0,1,0,10.742,10741995.0,575077.609,2.3741612914832677
VNM,11,202408,20,0,1,0,19.1621,19162078.0,1127474.839,2.9529343698769996
VNM,11,202409,21,0,1,0,21.2084,21208398.0,1414013.148,3.0543973296161044
VNM,11,202410,22,0,1,0,21.9406,21940619.0,1571494.032,3.088338801784001
VNM,11,202411,23,0,1,0,20.7016,20701583.0,1424542.572,3.0302109919702334
VNM,11,202412,24,0,1,0,12.8264,12826442.0,668960.391,2.5515055468924905
VNM,11,202501,25,0,1,0,13.0669,13066940.0,683077.746,2.5700823151117276
VNM,11,202502,26,0,1,0,12.9579,12957901.0,816129.932,2.5617056407576726
VNM,11,202503,27,0,1,0,16.8878,16887849.0,1108428.83,2.826591467747329
VNM,11,202504,28,1,1,1,19.5624,19562405.0,1312275.694,2.9736093564662203
VNM,11,202505,29,1,1,1,25.3137,25313663.0,1996358.466,3.2313457511504695
VNM,11,202506,30,1,1,1,28.7842,28784240.0,2408155.188,3.3598266254886515
VNM,11,202507,31,1,1,1,43.8697,43869732.0,3627203.201,3.7812238767685997
VNM,11,202508,32,1,1,1,67.206,67206029.0,5883164.775,4.207762529257657
VNM,11,202509,33,1,1,1,80.7903,80790337.0,6943137.554,4.391856908815581
VNM,11,202510,34,1,1,1,81.0484,81048425.0,6909007.448,4.395046507086152
VNM,11,202511,35,1,1,1,88.8681,88868087.0,7359795.975,4.487153247978685
VNM,11,202512,36,1,1,1,68.3213,68321304.0,6163095.301,4.224221577402327
