partner_iso,partner_name,partner_id,period,period_id,year,month,cmd_code,post,treated,treat_post,trade_value_m_usd,trade_value_usd,net_mass_kg,net_mass_mt,unit_value_usd_per_kg,density_kg_per_m_usd,log_value,log_density
TWN,Taiwan,10,202505,29,2025,5,8517,1,0,0,670.0228,670022781.0,2168109.634,2168.1096,309.0355,3235.8744,6.507311741656756,8.082054464075311
TWN,Taiwan,10,202506,30,2025,6,8517,1,0,0,826.6611,826661132.0,3204382.087,3204.3821,257.9783,3876.2948,6.717394816597277,8.262635027909948
TWN,Taiwan,10,202507,31,2025,7,8517,1,0,0,677.9871,677987102.0,1862025.582,1862.0256,364.1127,2746.4027,6.519128261210716,7.918047225248155
TWN,Taiwan,10,202508,32,2025,8,8517,1,0,0,735.1515,735151522.0,2121160.991,2121.161,346.5798,2885.3386,6.600076600421503,7.967397537739962
TWN,Taiwan,10,202509,33,2025,9,8517,1,0,0,778.0613,778061328.0,2247689.203,2247.6892,346.1605,2888.8331,6.656805312848261,7.968607927942468
TWN,Taiwan,10,202510,34,2025,10,8517,1,0,0,693.6857,693685722.0,2004818.346,2004.8183,346.0093,2890.0961,6.542018976080469,7.969045033148778
TWN,Taiwan,10,202511,35,2025,11,8517,1,0,0,696.7156,696715569.0,2007867.979,2007.868,346.9927,2881.9047,6.546377293058537,7.966206708698366
TWN,Taiwan,10,202512,36,2025,12,8517,1,0,0,805.4873,805487267.0,2322710.334,2322.7103,346.7877,2883.6089,6.691447435888142,7.966797878945414
VNM,Vietnam,11,202301,1,2023,1,8517,0,1,0,1828.4991,1828499118.0,7661539.883,7661.5399,238.6595,4190.0704,7.511250745382588,8.340472814684341
VNM,Vietnam,11,202302,2,2023,2,8517,0,1,0,1755.8632,1755863169.0,4957062.164,4957.0622,354.2145,2823.1483,7.470715866832344,7.9456079596402525
VNM,Vietnam,11,202303,3,2023,3,8517,0,1,0,1502.0146,1502014627.0,5317527.998,5317.528,282.4648,3540.2639,7.314562552649674,8.171956551371853
VNM,Vietnam,11,202304,4,2023,4,8517,0,1,0,1701.333,1701332965.0,4927024.501,4927.0245,345.3064,2895.9789,7.439167340431732,7.971078467567462
VNM,Vietnam,11,202305,5,2023,5,8517,0,1,0,1374.7838,1374783771.0,5043332.01,5043.332,272.5943,3668.4546,7.226051761374102,8.207525762447103
VNM,Vietnam,11,202306,6,2023,6,8517,0,1,0,1255.1375,1255137532.0,3869066.986,3869.067,324.4032,3082.5842,7.135000407317422,8.033523550156112
VNM,Vietnam,11,202307,7,2023,7,8517,0,1,0,1616.5607,1616560716.0,4191231.106,4191.2311,385.7007,2592.684,7.388056146723408,7.860448911548506
VNM,Vietnam,11,202308,8,2023,8,8517,0,1,0,1521.3783,1521378298.0,4195349.412,4195.3494,362.6345,2757.5978,7.327371979282829,7.922115217407153
VNM,Vietnam,11,202309,9,2023,9,8517,0,1,0,1897.8311,1897831150.0,4985157.918,4985.1579,380.6963,2626.7658,7.548466986801318,7.873508634588388
VNM,Vietnam,11,202310,10,2023,10,8517,0,1,0,1703.0818,1703081798.0,5085129.725,5085.1297,334.9141,2985.84,7.440194712392294,8.001636393274346
VNM,Vietnam,11,202311,11,2023,11,8517,0,1,0,1711.446,1711445998.0,5160623.556,5160.6236,331.6355,3015.3587,7.445093906201673,8.01147407389233
VNM,Vietnam,11,202312,12,2023,12,8517,0,1,0,1289.6742,1289674175.0,4493443.583,4493.4436,287.0124,3484.1696,7.162144907318005,8.155985016466106
VNM,Vietnam,11,202401,13,2024,1,8517,0,1,0,964.251,964250993.0,3101731.902,3101.7319,310.875,3216.7267,6.871351634163247,8.076119568703202
VNM,Vietnam,11,202402,14,2024,2,8517,0,1,0,771.6082,771608233.0,2938176.88,2938.1769,262.6146,3807.8611,6.648476908243119,8.24482291940566
VNM,Vietnam,11,202403,15,2024,3,8517,0,1,0,882.7791,882779128.0,3399899.481,3399.8995,259.6486,3851.3593,6.783074999430832,8.256181429904137
VNM,Vietnam,11,202404,16,2024,4,8517,0,1,0,1072.4967,1072496691.0,4174918.572,4174.9186,256.8904,3892.7099,6.977744573874361,8.266860826467525
VNM,Vietnam,11,202405,17,2024,5,8517,0,1,0,1091.1736,1091173567.0,4506470.888,4506.4709,242.1348,4129.9303,6.995009093248142,8.326015809299351
VNM,Vietnam,11,202406,18,2024,6,8517,0,1,0,1329.217,1329217002.0,4841808.142,4841.8081,274.5291,3642.6017,7.192345326046561,8.200453458063945
VNM,Vietnam,11,202407,19,2024,7,8517,0,1,0,1080.6553,1080655325.0,4578019.805,4578.0198,236.053,4236.3368,6.985322895373552,8.351454212531353
VNM,Vietnam,11,202408,20,2024,8,8517,0,1,0,1165.8331,1165833114.0,4768957.144,4768.9571,244.4629,4090.6002,7.061191217728547,8.316446986436647
VNM,Vietnam,11,202409,21,2024,9,8517,0,1,0,1816.2763,1816276291.0,5897136.407,5897.1364,307.9929,3246.8278,7.504543695165062,8.085433737127067
VNM,Vietnam,11,202410,22,2024,10,8517,0,1,0,1614.868,1614867967.0,6180475.761,6180.4758,261.2854,3827.2328,7.387008498570242,8.249897314513648
VNM,Vietnam,11,202411,23,2024,11,8517,0,1,0,1600.9716,1600971620.0,6572670.474,6572.6705,243.5801,4105.426,7.378365973926199,8.320064792385253
VNM,Vietnam,11,202412,24,2024,12,8517,0,1,0,1237.9497,1237949696.0,4707915.376,4707.9154,262.9507,3802.9941,7.121211822370653,8.243543956520272
VNM,Vietnam,11,202501,25,2025,1,8517,0,1,0,1718.2613,1718261253.0,5334896.168,5334.8962,322.0796,3104.8224,7.449068186438696,8.040711794664075
VNM,Vietnam,11,202502,26,2025,2,8517,0,1,0,1892.2783,1892278255.0,6078028.333,6078.0283,311.3309,3212.0161,7.545536831817961,8.07465408750739
VNM,Vietnam,11,202503,27,2025,3,8517,0,1,0,2157.8774,2157877387.0,7003968.542,7003.9685,308.0935,3245.7676,7.676880332341389,8.085107149701207
VNM,Vietnam,11,202504,28,2025,4,8517,1,1,1,2339.8768,2339876797.0,8340891.922,8340.8919,280.5308,3564.6714,7.7578535573930605,8.178827154687077
VNM,Vietnam,11,202505,29,2025,5,8517,1,1,1,2352.1639,2352163853.0,8500832.695,8500.8327,276.6981,3614.0478,7.763090991964754,8.19258369740671
VNM,Vietnam,11,202506,30,2025,6,8517,1,1,1,2284.0229,2284022883.0,12298232.806,12298.2328,185.7196,5384.4613,7.73369359699534,8.591272547446236
VNM,Vietnam,11,202507,31,2025,7,8517,1,1,1,2688.2744,2688274401.0,6565997.278,6565.9973,409.4236,2442.458,7.896654779766225,7.800760188272676
VNM,Vietnam,11,202508,32,2025,8,8517,1,1,1,2379.4905,2379490507.0,5682462.733,5682.4627,418.7428,2388.1006,7.77464166811781,7.778253600928346
VNM,Vietnam,11,202509,33,2025,9,8517,1,1,1,2715.1912,2715191172.0,6939571.938,6939.5719,391.2621,2555.8318,7.906617653461156,7.846133007385327
VNM,Vietnam,11,202510,34,2025,10,8517,1,1,1,3761.3923,3761392270.0,10004471.704,10004.4717,375.9711,2659.7789,8.232544460395763,7.885998278020309
VNM,Vietnam,11,202511,35,2025,11,8517,1,1,1,3248.7107,3248710683.0,8820607.98,8820.608,368.3092,2715.1103,8.086013488922163,7.906587857693829
VNM,Vietnam,11,202512,36,2025,12,8517,1,1,1,3618.8768,3618876842.0,9854332.676,9854.3327,367.2371,2723.0362,8.19391898043109,7.909502786746245
